Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001.0,Platform,DreamCatcher Interactive,0.02,0.02,0.0,0.01,0.05,64.0,5.0,7.4,5.0,EKO Software,E
UNO / Skip-Bo / UNO Freefall,DS,2006.0,Misc,Zoo Digital Publishing,0.1,0.0,0.0,0.01,0.1,59.0,5.0,tbd,,Black Lantern Studios,E
Iron Man,PSP,2008.0,Action,Sega,0.46,0.09,0.0,0.09,0.63,44.0,7.0,6.5,16.0,Artificial Mind and Movement,T
Rock Band: Metal Track Pack,PS2,2009.0,Misc,MTV Games,0.05,0.04,0.0,0.01,0.11,,,tbd,,Harmonix Music Systems,T
Wall-E,Wii,2008.0,Platform,THQ,0.51,0.4,0.0,0.11,1.01,51.0,18.0,3.6,8.0,Heavy Iron Studios,E
FIFA World Cup Germany 2006,X360,2006.0,Sports,Electronic Arts,0.19,0.27,0.01,0.0,0.48,72.0,49.0,6.6,33.0,EA Canada,E
SaGa Frontier 2,PS,1999.0,Role-Playing,SquareSoft,0.1,0.07,0.71,0.06,0.94,,,,,,
Mighty No. 9,XOne,2016.0,Platform,Deep Silver,0.02,0.0,0.0,0.0,0.02,55.0,13.0,4.2,94.0,Inti Creates,E10+
Bakugan: Battle Brawlers,X360,2009.0,Action,Activision,0.2,0.02,0.0,0.02,0.24,60.0,16.0,5.2,9.0,Now Production,E
Spore,PC,2008.0,Strategy,Electronic Arts,0.03,1.06,0.0,0.08,1.17,84.0,75.0,5.3,1711.0,Maxis,E10+
Zoboomafoo: Leapin' Lemurs!,PS,2001.0,Action,Encore,0.02,0.01,0.0,0.0,0.03,,,,,,
Bust A Groove 2,PS,1999.0,Misc,Enix Corporation,0.04,0.03,0.18,0.02,0.26,66.0,8.0,8.9,35.0,Metro,E
Futurama,XB,2003.0,Platform,SCi,0.03,0.01,0.0,0.0,0.05,58.0,21.0,6.9,14.0,UDS,T
LEGO Marvel's Avengers,X360,2016.0,Action,Warner Bros. Interactive Entertainment,0.18,0.11,0.0,0.03,0.32,,,5.7,6.0,TT Games,E10+
Sébastien Loeb Rally Evo,XOne,2016.0,Racing,Milestone S.r.l,0.0,0.01,0.0,0.0,0.01,63.0,8.0,8.2,22.0,Milestone S.r.l,E
NHL Blades of Steel '99,N64,1999.0,Sports,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.05,,,,,,
Nobunaga no Yabou: Tendou,PS3,2010.0,Strategy,Tecmo Koei,0.0,0.0,0.13,0.0,0.13,,,,,,
FIFA Soccer 10,PS3,2009.0,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,91.0,56.0,7.6,203.0,EA Sports,E
MLB 06: The Show,PS2,2006.0,Sports,Sony Computer Entertainment,0.78,0.03,0.0,0.13,0.94,83.0,30.0,8.9,31.0,SCEA San Diego Studios,E
Lost: Via Domus,PS3,2008.0,Action,Ubisoft,0.19,0.22,0.0,0.09,0.5,54.0,30.0,6.9,28.0,Ubisoft Montreal,T
Ginga Tetsudou 999 DS,DS,2010.0,Adventure,Culture Brain,0.0,0.0,0.02,0.0,0.02,,,,,,
The Daring Game for Girls,Wii,,Adventure,Unknown,0.09,0.0,0.0,0.01,0.09,,,tbd,,WXP,E
Jonah Lomu Rugby Challenge,X360,2011.0,Sports,Home Entertainment Suppliers,0.09,0.19,0.0,0.03,0.31,73.0,14.0,6,8.0,Sidhe Interactive,E
WRC: FIA World Rally Championship,PC,,Racing,Black Bean Games,0.0,0.01,0.0,0.0,0.01,65.0,7.0,,,Black Bean Games,RP
Asphalt: Urban GT,DS,2004.0,Racing,Ubisoft,0.31,0.22,0.0,0.06,0.59,60.0,38.0,7.5,13.0,Gameloft,E
Pokemon Channel,GC,2003.0,Adventure,Nintendo,0.24,0.06,0.07,0.01,0.38,55.0,21.0,6,22.0,Ambrella,E
Yomawari,PSV,2015.0,Adventure,Nippon Ichi Software,0.02,0.02,0.06,0.01,0.11,,,,,,
Armored Core: Nine Breaker,PS2,2004.0,Simulation,505 Games,0.03,0.03,0.0,0.01,0.07,57.0,25.0,8.2,5.0,From Software,T
Kirby's Block Ball,GB,1995.0,Puzzle,Nintendo,0.0,0.0,0.32,0.0,0.32,,,,,,
Perfect Dark,N64,2000.0,Action,Nintendo,1.55,0.75,0.16,0.06,2.52,,,,,,
GoldenEye: Rogue Agent,XB,2004.0,Shooter,Electronic Arts,0.34,0.13,0.0,0.02,0.49,61.0,55.0,7.2,20.0,EA LA,T
Gothic 3,PC,2006.0,Role-Playing,JoWood Productions,0.0,0.05,0.0,0.01,0.06,63.0,39.0,7.3,519.0,Piranha Bytes,T
Classic NES Series: Bomberman,GBA,2004.0,Action,Nintendo,0.1,0.04,0.11,0.01,0.26,,,,,,
Tecmo Bowl: Kickoff,DS,2008.0,Sports,Tecmo Koei,0.11,0.0,0.0,0.01,0.11,66.0,21.0,7.3,8.0,Polygon Magic,E
Rock Band Track Pack Volume 2,PS2,2008.0,Misc,MTV Games,0.06,0.05,0.0,0.02,0.12,,,tbd,,Harmonix Music Systems,T
Tecmo's Deception,PS,1996.0,Role-Playing,Sunsoft,0.04,0.03,0.0,0.0,0.07,,,,,,
NBA 2K14,XOne,2013.0,Sports,Take-Two Interactive,0.7,0.11,0.0,0.09,0.91,86.0,15.0,5.7,183.0,Visual Concepts,E
Momu-chan Diet Wii: Figurobics by Chon Dayon,Wii,2010.0,Misc,Hudson Soft,0.0,0.0,0.09,0.0,0.09,,,,,,
Goblin Commander: Unleash the Horde,GC,2003.0,Strategy,Jaleco,0.01,0.0,0.0,0.0,0.02,71.0,19.0,7.8,6.0,Jaleco Entertainment,T
Blokus Portable: Steambot Championship,PSP,2006.0,Puzzle,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,51.0,5.0,tbd,,Irem,E
Tetris Worlds (Online Edition),XB,2003.0,Puzzle,THQ,0.15,0.04,0.0,0.01,0.2,62.0,13.0,tbd,,Radical Entertainment,E
Tamagotchi no Narikiri Channel,DS,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,,,,,,
NHL 2K7,PS3,2006.0,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12,79.0,24.0,6.6,5.0,Kush Games,E10+
Hard Rock Casino,PSP,2007.0,Misc,Oxygen Interactive,0.12,0.0,0.0,0.01,0.14,44.0,8.0,tbd,,Farsight Studios,T
Katamari Forever,PS3,2009.0,Puzzle,Namco Bandai Games,0.26,0.04,0.06,0.04,0.4,74.0,51.0,8.1,50.0,Bandai Namco Games,E
NBA ShootOut 2001,PS2,2001.0,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,54.0,12.0,tbd,,989 Sports,E
Dragon Rage,PS2,2001.0,Shooter,3DO,0.03,0.02,0.0,0.01,0.06,50.0,9.0,6.4,9.0,3DO,T
PQ2: Practical Intelligence Quotient,PSP,2006.0,Puzzle,D3Publisher,0.04,0.0,0.0,0.0,0.05,74.0,19.0,7.8,6.0,Now Production,E
Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004.0,Action,Konami Digital Entertainment,0.15,0.04,0.0,0.01,0.19,49.0,16.0,4.6,7.0,Konami,T
NBA Live 96,PS,1996.0,Sports,Electronic Arts,0.16,0.11,0.04,0.02,0.33,,,,,,
Test Drive 4,PS,1997.0,Racing,Electronic Arts,0.67,0.46,0.0,0.08,1.21,,,,,,
Puppy Palace,DS,2008.0,Simulation,Ubisoft,0.35,0.0,0.0,0.03,0.38,,,tbd,,Ubisoft,E
Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,DS,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
Peppa Pig: The Game,Wii,2009.0,Misc,Pinnacle,0.0,0.34,0.0,0.03,0.37,,,,,,
4 Elements,PC,2009.0,Puzzle,Mastertronic,0.0,0.04,0.0,0.01,0.05,,,7.4,19.0,Playrix Entertainment,E
Cake Mania: Baker's Challenge,PS2,2008.0,Puzzle,Destineer,0.01,0.01,0.0,0.0,0.03,,,tbd,,Sandlot Games,E
Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,DS,2010.0,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
NBA Ballers: Chosen One,PS3,2008.0,Sports,Midway Games,0.12,0.0,0.0,0.01,0.14,54.0,23.0,6.5,4.0,Midway,E
Metro: Last Light,X360,2013.0,Action,Deep Silver,0.17,0.15,0.0,0.03,0.35,80.0,20.0,8.4,440.0,4A Games,
Spider-Man: The Movie,GC,2002.0,Action,Activision,0.86,0.27,0.01,0.04,1.19,76.0,14.0,7.3,11.0,Treyarch,E
Irritating Stick,PS,1998.0,Action,Saurus,0.01,0.01,0.0,0.0,0.02,,,,,,
Pokemon Box: Ruby & Sapphire,GC,2003.0,Misc,Nintendo,0.0,0.0,0.27,0.01,0.28,,,,,,
Test Drive Unlimited,PC,2007.0,Racing,Atari,0.0,0.02,0.0,0.0,0.02,79.0,18.0,8.1,124.0,Eden Studios,T
Battle Rage,Wii,2008.0,Shooter,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04,,,,,,
Tales of Eternia,PSP,2005.0,Role-Playing,Ubisoft,0.0,0.01,0.25,0.0,0.26,,,,,,
Mystery Case Files: Ravenhearst,PC,2007.0,Puzzle,Focus Home Interactive,0.01,0.02,0.0,0.01,0.03,,,tbd,,Big Fish Games,E10+
Otometeki Koi Kakumei * Love Revo,PS2,2006.0,Adventure,Interchannel,0.0,0.0,0.03,0.0,0.03,,,,,,
Little Battlers eXperience W,3DS,2013.0,Role-Playing,Level 5,0.0,0.0,0.1,0.0,0.1,,,,,,
The Crew: Wild Run,PS4,2015.0,Action,Ubisoft,0.0,0.08,0.0,0.01,0.1,73.0,13.0,6.8,50.0,Ivory Tower,T
Sonic Adventure DX: Director's Cut,GC,2003.0,Platform,Sega,0.87,0.3,0.06,0.03,1.27,57.0,27.0,7.9,139.0,Sonic Team,E
Plants vs. Zombies: Garden Warfare 2,PS4,2016.0,Shooter,Electronic Arts,0.2,0.21,0.0,0.08,0.49,81.0,29.0,7.7,111.0,PopCap,E10+
NFL Quarterback Club 2002,PS2,2001.0,Sports,Acclaim Entertainment,0.11,0.08,0.0,0.03,0.22,67.0,12.0,7.8,6.0,Acclaim,E
The Spiderwick Chronicles,X360,2008.0,Action,Vivendi Games,0.09,0.01,0.0,0.01,0.11,59.0,40.0,tbd,,Stormfront Studios,E10+
Ultimate Spider-Man,DS,2005.0,Action,Activision,0.14,0.0,0.0,0.01,0.15,78.0,17.0,7.7,10.0,Vicarious Visions,E10+
Tak 2: The Staff of Dreams,PS2,2004.0,Platform,THQ,0.3,0.24,0.0,0.08,0.62,71.0,31.0,8,10.0,Avalanche Software,E
Dynasty Warriors Vol. 2,PSP,2006.0,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.05,57.0,28.0,8.1,8.0,Omega Force,T
The Cursed Crusade,X360,2011.0,Action,DTP Entertainment,0.08,0.05,0.0,0.01,0.15,39.0,27.0,4.4,29.0,Kylotonn,M
Draglade (JP sales),DS,2007.0,Fighting,505 Games,0.0,0.0,0.04,0.0,0.04,,,,,,
2-in-1 Game Pack: Spider-Man & Spider-Man 2,GBA,2005.0,Platform,Activision,0.06,0.02,0.0,0.0,0.09,,,,,,
The Sims 3: Late Night Expansion Pack,PC,2010.0,Simulation,Electronic Arts,0.59,0.87,0.0,0.23,1.7,74.0,17.0,5.3,77.0,The Sims Studio,T
Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,2003.0,Role-Playing,Capcom,0.31,0.04,0.96,0.01,1.32,,,,,,
LEGO The Lord of the Rings,PSV,2012.0,Action,Warner Bros. Interactive Entertainment,0.09,0.13,0.0,0.06,0.28,54.0,8.0,5.6,35.0,TT Games,E10+
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PSP,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
Malice,XB,2004.0,Platform,Evolved Games,0.01,0.0,0.0,0.0,0.01,48.0,16.0,tbd,,Argonaut Games,T
Hannah Montana: The Movie,X360,2009.0,Adventure,Disney Interactive Studios,0.14,0.05,0.0,0.02,0.21,25.0,4.0,3.8,48.0,n-Space,E
Real Time Conflict: Shogun Empires,DS,2005.0,Strategy,Namco Bandai Games,0.06,0.0,0.0,0.0,0.07,35.0,6.0,5.6,11.0,Box Clever Interactive,E10+
X-Men Legends II: Rise of Apocalypse,PS2,2005.0,Role-Playing,Activision,0.53,0.02,0.0,0.09,0.63,82.0,44.0,7.3,41.0,Raven Software,T
Mortal Kombat,PC,1994.0,Fighting,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,,,,,,
Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,Wii,2009.0,Misc,Hudson Soft,0.0,0.0,0.41,0.0,0.41,,,,,,
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,2006.0,Misc,Daito,0.0,0.0,0.11,0.0,0.11,,,,,,
Super Breakout,2600,,Puzzle,Atari,0.41,0.03,0.0,0.0,0.44,,,,,,
NCAA Football 2003,XB,2002.0,Sports,Electronic Arts,0.39,0.11,0.0,0.02,0.52,90.0,14.0,8.2,15.0,EA Sports,E
Ultimate Ghosts 'n Goblins (JP sales),PSP,2006.0,Platform,Capcom,0.0,0.0,0.05,0.0,0.05,,,,,,
Constantine,PS2,2005.0,Action,SCi,0.05,0.04,0.0,0.01,0.11,58.0,29.0,7.4,24.0,Bits Studios,M
Resident Evil 5,PS3,2009.0,Action,Capcom,1.96,1.41,1.08,0.64,5.09,84.0,76.0,7.5,667.0,Capcom,M
Pro Evolution Soccer 2017,PC,2016.0,Sports,Konami Digital Entertainment,0.0,0.02,0.0,0.0,0.02,69.0,9.0,3.7,137.0,Konami,E
Nicktoons: Movin',PS2,2004.0,Action,THQ,0.16,0.12,0.0,0.04,0.32,,,tbd,,Mass Media,E
MX vs. ATV Untamed,X360,2007.0,Racing,THQ,0.55,0.08,0.0,0.06,0.68,70.0,43.0,7.1,17.0,Rainbow Studios,E
SD Gundam G Generation: Gather Beat 2,WS,2001.0,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,,,,,,
Ninja Blade,X360,2009.0,Action,Microsoft Game Studios,0.14,0.14,0.02,0.03,0.33,68.0,65.0,6.8,55.0,From Software,M
Dynasty Warriors 4: Xtreme Legends,PS2,2003.0,Action,Tecmo Koei,0.17,0.13,0.51,0.04,0.86,72.0,15.0,9.1,39.0,Omega Force,T
NFL Head Coach 09,X360,2008.0,Sports,Electronic Arts,0.11,0.0,0.0,0.01,0.11,67.0,14.0,8.4,28.0,EA Tiburon,E
Assassin's Creed III,WiiU,2012.0,Action,Ubisoft,0.19,0.13,0.0,0.03,0.35,85.0,26.0,7.1,216.0,Ubisoft Quebec,M
Penny Racers Party: Turbo-Q Speedway,Wii,2008.0,Racing,Takara Tomy,0.07,0.0,0.0,0.01,0.08,,,tbd,,Takara Tomy,E
Nuclear Strike,PS,1997.0,Simulation,Electronic Arts,0.66,0.45,0.0,0.08,1.19,,,,,,
The Sims: Bustin' Out,GBA,2003.0,Simulation,Electronic Arts,0.93,0.35,0.0,0.06,1.33,,,,,,
MX 2002 Featuring Ricky Carmichael,XB,2001.0,Racing,THQ,0.1,0.03,0.0,0.0,0.13,74.0,15.0,tbd,,Pacific Coast Power & Light,E
Sonic Colors,DS,2010.0,Platform,Sega,0.69,0.47,0.01,0.12,1.29,79.0,26.0,7.9,66.0,Dimps Corporation,E
Rugby 2005,XB,2005.0,Sports,Electronic Arts,0.04,0.01,0.0,0.0,0.05,75.0,20.0,7.7,11.0,HB Studios Multimedia,E
Disney's Chicken Little: Ace In Action,Wii,,Shooter,Disney Interactive Studios,0.09,0.0,0.0,0.01,0.1,72.0,8.0,tbd,,Avalanche Software,E10+
Viva Pinata: Party Animals,X360,2007.0,Misc,Microsoft Game Studios,0.19,0.02,0.0,0.02,0.23,56.0,42.0,6.2,18.0,Krome Studios,E
The Monkey King: The Legend Begins,Wii,2007.0,Shooter,Starfish,0.04,0.0,0.0,0.0,0.04,,,tbd,,Opera House,E
Dave Mirra Freestyle BMX 2,GBA,2001.0,Sports,Acclaim Entertainment,0.14,0.05,0.0,0.0,0.19,85.0,7.0,tbd,,Full-Fat,E
Winter Sports: The Ultimate Challenge,Wii,2007.0,Sports,RTL,0.45,0.67,0.0,0.12,1.24,52.0,15.0,6.8,4.0,49Games,E
Finding Nemo: Escape to the Big Blue,DS,2006.0,Action,THQ,0.12,0.03,0.0,0.01,0.16,66.0,5.0,tbd,,Altron,E
TRON: Evolution,PS3,2010.0,Action,Disney Interactive Studios,0.27,0.09,0.0,0.05,0.42,58.0,47.0,6.2,28.0,Propaganda Games,T
Lord of Magna: Maiden Heaven,3DS,2014.0,Role-Playing,Marvelous Entertainment,0.0,0.0,0.06,0.0,0.06,68.0,16.0,7.8,36.0,Marvelous Inc.,T
NBA 2K3,PS2,2002.0,Sports,Sega,0.51,0.4,0.0,0.13,1.05,89.0,21.0,8,22.0,Visual Concepts,E
Petz Fantasy: Sunshine Magic,DS,2010.0,Simulation,Ubisoft,0.07,0.0,0.0,0.01,0.08,,,tbd,,Digital Kids,E
Driven,PS2,2001.0,Racing,BAM! Entertainment,0.08,0.06,0.0,0.02,0.15,38.0,10.0,3.4,5.0,Bam Entertainment,T
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS4,2016.0,Action,Square Enix,0.0,0.0,0.28,0.0,0.28,,,,,,
Jeopardy!,DS,2010.0,Misc,THQ,0.17,0.0,0.0,0.01,0.18,,,,,,
Monster Trucks Mayhem,Wii,2009.0,Racing,Zoo Games,0.38,0.0,0.0,0.02,0.4,,,tbd,,Zoo Games,E
DanceDanceRevolution,X360,2011.0,Simulation,Konami Digital Entertainment,0.08,0.0,0.0,0.01,0.08,,,tbd,,Konami,E10+
Let's Paint,Wii,2010.0,Simulation,Zoo Games,0.07,0.0,0.0,0.0,0.07,,,tbd,,Zoo Games,E
The King of Fighters: Dream Match 1999,DC,1999.0,Fighting,SNK,0.0,0.0,0.1,0.0,0.1,,,,,,
FIFA Soccer 06,XB,2005.0,Sports,Electronic Arts,0.29,0.38,0.0,0.01,0.68,80.0,39.0,7.5,22.0,EA Canada,E
Tourist Trophy: The Real Riding Simulator,PS2,2006.0,Racing,Sony Computer Entertainment,0.28,0.22,0.11,0.07,0.68,,,,,,
Tales of the World: Narikiri Dungeon 2,GBA,2002.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,,,,,,
Lost Planet 2,PS3,2010.0,Shooter,Capcom,0.29,0.33,0.2,0.13,0.95,68.0,56.0,6.9,62.0,Capcom,T
Guitar Hero: Metallica,X360,2009.0,Misc,Activision,0.52,0.2,0.0,0.07,0.8,84.0,62.0,8.1,79.0,Neversoft Entertainment,T
The Idolmaster: Gravure For You! Vol.9,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,,
NCAA Football 98,PS,1997.0,Sports,Electronic Arts,0.39,0.27,0.0,0.05,0.7,,,,,,
World Heroes Anthology,PS2,2007.0,Fighting,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01,53.0,15.0,tbd,,SNK Playmore,T
The Simpsons: Road Rage,PS2,2001.0,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,64.0,23.0,7.7,32.0,Fox Interactive,T
Earth Defense Force 2017,X360,2006.0,Action,D3Publisher,0.04,0.0,0.03,0.0,0.08,69.0,55.0,7.7,60.0,Sandlot,T
Conflict: Denied Ops,PS3,2008.0,Shooter,Eidos Interactive,0.05,0.1,0.0,0.03,0.19,51.0,28.0,3.1,25.0,Pivotal Games,M
MySims SkyHeroes,X360,2010.0,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,56.0,15.0,5.5,4.0,Behaviour Interactive,E10+
Kumamon Bomber: Puzzle de Kumamon Taisou,GC,2005.0,Puzzle,Sega,0.32,0.08,0.0,0.01,0.42,,,,,,
Transworld Surf,PS2,2002.0,Sports,Atari,0.09,0.07,0.0,0.02,0.19,76.0,15.0,8.5,6.0,Rockstar San Diego,T
Mega Man Battle Network 2,GBA,2002.0,Action,Ubisoft,0.22,0.08,0.0,0.01,0.31,81.0,15.0,9,21.0,Capcom,E
Disgaea D2: A Brighter Darkness,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.09,0.0,0.1,0.02,0.21,74.0,37.0,8.1,61.0,Nippon Ichi Software,T
Wii Party U,WiiU,2013.0,Misc,Nintendo,0.3,0.56,0.84,0.05,1.75,65.0,38.0,6.8,135.0,Nd Cube,E
Fight Club,PS2,2004.0,Fighting,Vivendi Games,0.09,0.07,0.0,0.02,0.18,36.0,28.0,4.4,22.0,Genuine Games,M
Assassin's Creed Chronicles,PSV,2016.0,Action,Ubisoft,0.01,0.04,0.01,0.01,0.07,70.0,6.0,8,24.0,Climax Studios,T
Colin McRae Rally 2005,PC,2004.0,Racing,Codemasters,0.0,0.01,0.0,0.0,0.02,83.0,11.0,7.1,50.0,Codemasters,E
Smash Cars,PS2,2003.0,Racing,Metro 3D,0.06,0.04,0.0,0.01,0.11,67.0,15.0,9,5.0,Creat Studios,E
Rugby World Cup 2015,PS3,2015.0,Sports,Ubisoft,0.0,0.05,0.0,0.01,0.06,,,tbd,,HB Studios Multimedia,E
Virtual Chess 64,N64,1998.0,Misc,Titus,0.05,0.01,0.0,0.0,0.06,,,,,,
Tomb Raider: Anniversary,PS2,2007.0,Action,Eidos Interactive,0.41,0.02,0.0,0.07,0.5,,,8.2,29.0,Crystal Dynamics,T
NHRA Drag Racing: Countdown to the Championship,PSP,2007.0,Racing,THQ,0.03,0.0,0.0,0.0,0.03,,,,,,
TimeSplitters: Future Perfect,GC,2005.0,Shooter,Electronic Arts,0.06,0.02,0.0,0.0,0.08,82.0,32.0,9.1,41.0,Free Radical Design,M
Europa Universalis III Complete,PC,2008.0,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,,,8.7,6.0,Paradox Development Studio,E10+
Imagine: Artist,DS,2009.0,Misc,Ubisoft,0.05,0.0,0.0,0.0,0.05,,,tbd,,Ubisoft,E
Freaky Flyers,GC,,Racing,Unknown,0.01,0.0,0.0,0.0,0.01,69.0,14.0,6.5,6.0,Midway,T
Quake,N64,1998.0,Shooter,GT Interactive,0.15,0.04,0.0,0.0,0.19,,,,,,
Tekken 5,PS2,2005.0,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88.0,62.0,8.6,229.0,Namco,T
Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,PS,1998.0,Misc,Syscom,0.0,0.0,0.15,0.01,0.16,,,,,,
Akuji the Heartless,PS,1998.0,Platform,Eidos Interactive,0.07,0.04,0.0,0.01,0.12,,,,,,
Heart no Kuni no Alice,PSP,2009.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01,,,,,,
Tokyo Twilight Ghost Hunters,PSV,2014.0,Role-Playing,Aksys Games,0.03,0.01,0.02,0.01,0.07,63.0,12.0,7,16.0,TOYBOX,T
Little Red Riding Hood's Zombie BBQ,DS,2008.0,Shooter,Destineer,0.03,0.0,0.0,0.0,0.04,68.0,15.0,7.3,8.0,EnjoyUp Games,T
Skies of Arcadia Legends,GC,2002.0,Role-Playing,Atari,0.17,0.04,0.0,0.01,0.22,84.0,31.0,9.2,95.0,Overworks,T
The Evil Within,PC,2014.0,Action,Bethesda Softworks,0.1,0.16,0.0,0.02,0.27,68.0,18.0,5.9,721.0,Tango Gameworks,M
Power Pocket Koushien,DS,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,,
Cabela's Big Game Hunter 2010,X360,2009.0,Sports,Activision Value,0.25,0.0,0.0,0.02,0.27,,,5.6,5.0,Activision,T
WWE '13,X360,2012.0,Action,THQ,0.72,0.44,0.0,0.11,1.27,78.0,46.0,8,110.0,"THQ, Yuke's",T
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,PS2,2008.0,Action,THQ,0.29,0.22,0.0,0.07,0.58,,,tbd,,Incinerator Games,E
SD Gundam: Gashapon Wars,GC,2005.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
Hotel Giant 2,PC,2008.0,Strategy,JoWood Productions,0.0,0.03,0.0,0.0,0.03,58.0,7.0,2.5,19.0,Enlight Software,E
Dragon Ball: XenoVerse,PS3,2015.0,Fighting,Namco Bandai Games,0.16,0.13,0.14,0.06,0.48,,,7.1,62.0,Dimps Corporation,T
Conception II: Children of the Seven Stars,PSV,2013.0,Role-Playing,Screenlife,0.1,0.0,0.04,0.03,0.17,62.0,24.0,7.6,118.0,Spike,M
Hakuouki Portable,PSP,2009.0,Adventure,Idea Factory,0.0,0.0,0.1,0.0,0.1,,,,,,
Worldwide Soccer Manager 2006,PC,2004.0,Sports,Sega,0.0,0.01,0.0,0.0,0.02,89.0,20.0,,,Sports Interactive,E
Famista '91,NES,1990.0,Sports,Namco Bandai Games,0.0,0.0,0.3,0.0,0.3,,,,,,
Just Dance,Wii,2009.0,Misc,Ubisoft,3.48,2.99,0.0,0.73,7.2,49.0,21.0,8,110.0,Ubisoft Paris,E10+
Robots,XB,2005.0,Action,Vivendi Games,0.07,0.02,0.0,0.0,0.09,60.0,4.0,tbd,,Eurocom Entertainment Software,E
Ace Attorney 6,3DS,2016.0,Adventure,Capcom,0.0,0.0,0.27,0.0,0.27,,,,,,
WRC 5: FIA World Rally Championship,PSV,2015.0,Sports,Bigben Interactive,0.0,0.02,0.0,0.01,0.03,,,,,,
Spyro: Season of Ice,GBA,2001.0,Platform,Vivendi Games,1.29,0.83,0.0,0.11,2.23,74.0,16.0,8,13.0,Digital Eclipse,E
Escape The Museum,DS,2010.0,Adventure,Astragon,0.04,0.12,0.0,0.02,0.18,,,tbd,,Gogii Games,E
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,2006.0,Misc,Sega,0.0,0.0,0.02,0.0,0.02,,,,,,
Enemy Territory: Quake Wars,X360,2008.0,Shooter,Activision,0.3,0.11,0.0,0.04,0.45,69.0,54.0,7.3,26.0,Nerve Software,T
Cars: Mater-National Championship,PS3,2007.0,Racing,THQ,0.37,0.01,0.0,0.03,0.41,63.0,8.0,4.8,4.0,Rainbow Studios,E
Over the Hedge,GBA,2006.0,Platform,Activision,0.19,0.07,0.0,0.0,0.27,49.0,11.0,tbd,,Vicarious Visions,E
The Simpsons: Road Rage,GBA,2003.0,Racing,THQ,0.86,0.32,0.0,0.02,1.19,55.0,14.0,6.8,9.0,Altron,E
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006.0,Misc,Nintendo,0.0,0.0,0.04,0.0,0.04,,,,,,
F1 2010,PS3,2010.0,Racing,Codemasters,0.25,0.75,0.08,0.26,1.34,84.0,46.0,7.8,83.0,Codemasters Birmingham,E
PES 2009: Pro Evolution Soccer,X360,2008.0,Sports,Konami Digital Entertainment,0.13,0.76,0.03,0.09,1.0,,,,,,
KORG DS-10 Synthesizer Plus,DS,2009.0,Misc,AQ Interactive,0.07,0.0,0.02,0.01,0.1,,,,,,
Dead or Alive,PS,1998.0,Fighting,Sony Computer Entertainment,0.09,0.06,0.1,0.02,0.28,84.0,10.0,8.6,18.0,Team Ninja,T
Q*bert,2600,1982.0,Puzzle,Parker Bros.,0.55,0.03,0.0,0.01,0.58,,,,,,
